,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
501,Dog,Spayed Female,-0.6685484833726357,Australian Cattle Dog Mix,White/Black,0
502,Dog,Neutered Male,-0.022662098976631465,Catahoula Mix,Black/Brown Brindle,0
503,Dog,Neutered Male,-0.44924322104906406,Golden Retriever Mix,Cream/Tan,0
504,Dog,Intact Female,-0.6602204354362975,Jack Russell Terrier Mix,White/Tan,0
505,Dog,Spayed Female,0.5917627709932064,Cardigan Welsh Corgi Mix,Black/White,0
506,Dog,Neutered Male,1.6050086032476827,Pit Bull/Boston Terrier,Black/White,0
507,Dog,Intact Female,0.9618982348304579,Boxer/Pit Bull,Black/White,1
508,Cat,Neutered Male,0.7490703431240383,Domestic Medium Hair Mix,Black,0
509,Cat,Neutered Male,-0.6676231447130425,Domestic Shorthair Mix,Black/White,0
510,Cat,Spayed Female,-0.03931819484930779,Domestic Shorthair Mix,Brown Tabby/White,0
511,Dog,Spayed Female,-0.6454150168828074,Black Mouth Cur Mix,Red/White,0
512,Dog,Neutered Male,0.3178625277536401,German Shepherd Mix,Brown/Black,0
513,Cat,Intact Female,-0.384469514877545,Domestic Shorthair Mix,Brown Tabby,0
514,Dog,Neutered Male,-0.05782496804117038,Jack Russell Terrier Mix,Black,0
515,Dog,Neutered Male,2.035291079958488,Chihuahua Shorthair Mix,Tan/Cream,0
516,Cat,Neutered Male,-0.64911637152118,Domestic Longhair,Blue,0
517,Cat,Neutered Male,-0.6472656942019936,Domestic Shorthair Mix,Black,0
518,Dog,Intact Female,-0.700009997798802,Australian Kelpie Mix,Tricolor,0
519,Dog,Neutered Male,0.8499322570196894,American Bulldog,Blue/White,0
520,Cat,Spayed Female,-0.3909468854946969,Domestic Shorthair Mix,Brown Tabby,0
521,Cat,Neutered Male,-0.6019240998819304,Domestic Shorthair Mix,Black/White,0
522,Dog,Spayed Female,-0.5593585215406465,Bruss Griffon Mix,Tan,0
523,Dog,Spayed Female,0.3595027674353309,Pit Bull Mix,Black,0
524,Dog,Spayed Female,1.2950201522839844,Miniature Poodle Mix,White,0
525,Cat,Spayed Female,-0.6657724673938563,Domestic Shorthair Mix,White/Black,0
526,Cat,Neutered Male,-0.620430873073793,Domestic Shorthair,Brown Tabby,0
527,Cat,Neutered Male,1.3523911491787586,Siamese Mix,Seal Point,0
528,Dog,Spayed Female,1.2931694749647982,Labrador Retriever Mix,Brown/White,0
529,Cat,Intact Female,-0.7305461735653753,Domestic Shorthair Mix,Brown Tabby,0
530,Cat,Intact Female,-0.7111140617139197,Domestic Shorthair,White,0
531,Dog,Neutered Male,0.7166834900382788,Pit Bull Mix,Black/Tan,0
532,Cat,Neutered Male,-0.671324499351415,Domestic Shorthair Mix,Orange Tabby/White,0
533,Dog,Intact Male,3.997009038295922,Chihuahua Shorthair Mix,Black/Tan,0
534,Dog,Spayed Female,0.11798937728152419,Chihuahua Shorthair,White/Blue Merle,0
535,Dog,Neutered Male,-0.4279604318784221,Siberian Husky,Cream/White,0
536,Cat,Spayed Female,0.6954007008676368,Domestic Shorthair Mix,Brown Tabby,0
537,Cat,Unknown,-0.7092633843947334,Domestic Longhair Mix,Brown Tabby,0
538,Cat,Intact Female,-0.6703991606918219,Domestic Shorthair Mix,Calico,0
539,Cat,Neutered Male,2.9856138833606316,Domestic Shorthair Mix,Brown Tabby/White,0
540,Dog,Spayed Female,-0.36688808034527554,Pit Bull Mix,Blue/White,0
541,Dog,Intact Female,-0.6703991606918219,Brittany Mix,White/Brown,0
542,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
543,Cat,Spayed Female,-0.6611457740958906,Domestic Shorthair Mix,Torbie,0
544,Dog,Neutered Male,-0.047646242785645956,Pit Bull Mix,White,0
545,Dog,Intact Female,-0.05689962938157725,German Shepherd Mix,Black/Tan,1
546,Cat,Neutered Male,-0.6546684034787388,Domestic Shorthair Mix,Black,0
547,Cat,Spayed Female,-0.43721381847435337,Domestic Shorthair Mix,White/Black,0
548,Dog,Neutered Male,2.9846885447010383,English Bulldog/Mastiff,Brown Brindle/White,0
549,Dog,Intact Female,-0.6731751766706013,Great Pyrenees Mix,White/Gray,0
550,Dog,Spayed Female,3.513056919328715,Australian Cattle Dog/Parson Russell Terrier,White/Brown Merle,0
551,Dog,Spayed Female,-0.6380123076060624,German Shepherd Mix,Black/White,0
552,Cat,Intact Female,-0.7037113524371745,Domestic Shorthair Mix,Brown Tabby/White,0
553,Cat,Neutered Male,-0.6620711127554838,Domestic Shorthair Mix,Black,0
554,Dog,Intact Female,-0.6602204354362975,Catahoula Mix,White/Brown Brindle,0
555,Dog,Spayed Female,-0.39187222415429,Dachshund Mix,White/Black,0
556,Dog,Spayed Female,-0.3650374030260893,Labrador Retriever Mix,Brown/Black,0
557,Dog,Neutered Male,-0.6009987612223372,Chihuahua Shorthair Mix,Brown,0
558,Dog,Neutered Male,0.28455033600828744,Chow Chow Mix,Red,0
559,Dog,Intact Male,-0.058750306700763505,Chihuahua Shorthair/Dachshund,Tricolor,0
560,Dog,Spayed Female,-0.2169832174911886,Australian Cattle Dog Mix,White/Brown,0
561,Dog,Intact Female,0.9572715415324923,Chihuahua Shorthair Mix,Tan,0
562,Dog,Intact Male,-0.39002154683510376,German Shepherd Mix,Brown,0
563,Other,Intact Male,0.6185975921214071,Guinea Pig Mix,Chocolate,0
564,Dog,Spayed Female,-0.6602204354362975,Chihuahua Shorthair Mix,Blue/White,0
565,Cat,Intact Female,-0.39279756281388317,Domestic Shorthair Mix,Tortie,0
566,Dog,Intact Male,-0.7268448189270028,Chihuahua Shorthair/Jack Russell Terrier,White/Black,0
567,Dog,Neutered Male,-0.6158041797758274,Pit Bull/Catahoula,Black/White,0
568,Cat,Neutered Male,2.3767410453483526,Maine Coon,Brown Tabby,0
569,Dog,Spayed Female,1.5226534625438943,Boxer Mix,Brown/White,0
570,Cat,Neutered Male,-0.635236291627283,Domestic Shorthair Mix,Brown Tabby,0
571,Cat,Spayed Female,-0.6315349369889105,Domestic Medium Hair Mix,Gray Tabby/Orange,0
572,Dog,Intact Male,-0.685204579245312,Plott Hound Mix,Brown/Black,0
573,Dog,Neutered Male,2.4137545917320775,Rottweiler Mix,Black/Tan,0
574,Dog,Intact Male,-0.6546684034787388,Australian Cattle Dog Mix,White/Brown,0
575,Dog,Spayed Female,-0.055048952062390986,Chihuahua Longhair Mix,Brown/Black,0
576,Cat,Spayed Female,0.45851400401179576,Domestic Shorthair Mix,Brown Tabby,0
577,Dog,Spayed Female,1.5411602357357568,Pit Bull Mix,Tan,0
578,Dog,Intact Female,-0.6759511926493807,Weimaraner/Vizsla,Chocolate,0
579,Cat,Spayed Female,-0.6861299179049052,Domestic Shorthair Mix,Brown Tabby,0
580,Dog,Spayed Female,-0.6731751766706013,Dachshund Mix,Tan/White,0
581,Cat,Neutered Male,2.0741553036613993,Domestic Shorthair Mix,Cream Tabby,0
582,Dog,Neutered Male,0.014351447407093704,Smooth Fox Terrier Mix,Black/White,0
583,Dog,Neutered Male,1.2931694749647982,Lhasa Apso Mix,White,0
584,Cat,Intact Male,-0.6944579658412433,Domestic Shorthair Mix,Brown Tabby,1
585,Cat,Neutered Male,2.11579554334309,Domestic Shorthair Mix,Orange Tabby,0
586,Dog,Neutered Male,0.2836249973486943,Miniature Poodle Mix,Apricot,0
587,Dog,Spayed Female,-0.6315349369889105,Chihuahua Shorthair Mix,White,0
588,Cat,Neutered Male,-0.6694738220322288,Domestic Shorthair,Black,0
589,Dog,Spayed Female,-0.0522729360836116,Pbgv Mix,White/Tan,0
590,Dog,Spayed Female,-0.38539485353713815,German Shepherd/Labrador Retriever,Cream/White,0
591,Dog,Spayed Female,-0.05319827474320473,Pointer,White/Brown,0
592,Cat,Intact Female,-0.6167295184354205,Domestic Shorthair,Torbie,0
593,Other,Unknown,-0.39557357879266253,Bat,Brown,1
594,Dog,Spayed Female,-0.05782496804117038,German Shepherd Mix,Black,0
595,Dog,Neutered Male,-0.3687387576644618,German Shepherd/Black/Tan Hound,Black/Brown,0
596,Dog,Spayed Female,1.0007624585333694,Pit Bull Mix,Fawn/White,0
597,Cat,Neutered Male,1.29964684558195,Domestic Shorthair,Brown Tabby,0
598,Dog,Spayed Female,0.976703653383948,Labrador Retriever Mix,Tan,0
