,Animal Type,Sex Upon Outcome,Normalized Age,Breed,Color,Outcome
2607,Other,Unknown,-0.05782496804117038,Bat,Brown,1
2608,Cat,Intact Female,-0.39557357879266253,Domestic Shorthair Mix,White/Blue,0
2609,Cat,Intact Female,-0.05782496804117038,Domestic Shorthair Mix,Orange Tabby/White,0
2610,Other,Unknown,-0.3964989174522557,Bat,Black,1
2611,Dog,Intact Female,2.9837632060414454,Pomeranian Mix,Black,0
2612,Dog,Neutered Male,-0.3798428215795793,Chihuahua Shorthair Mix,Tan/White,0
2613,Other,Neutered Male,-0.26880218242840387,Californian Mix,White/Gray,0
2614,Dog,Spayed Female,0.9628235734900511,Welsh Terrier,Tan/Gray,0
2615,Dog,Intact Female,-0.058750306700763505,Pit Bull Mix,Brown Brindle,0
2616,Cat,Neutered Male,2.058424546448316,Norwegian Forest Cat Mix,Brown Tabby,0
2617,Other,Unknown,-0.055974290721984114,Bat,Brown/Brown,1
2618,Cat,Intact Female,-0.6666978060534494,Domestic Medium Hair,Black,0
2619,Cat,Neutered Male,-0.6472656942019936,Domestic Shorthair Mix,Brown Tabby,0
2620,Dog,Spayed Female,-0.6685484833726357,Pit Bull Mix,Black/White,0
2621,Cat,Neutered Male,-0.6574444194575181,Domestic Shorthair,Brown Tabby/White,0
2622,Dog,Neutered Male,2.6506412885879187,Standard Poodle Mix,Black,0
2623,Cat,Intact Male,-0.7231434642886303,Domestic Shorthair,Cream Tabby,0
2624,Dog,Spayed Female,-0.051347597424018475,Pug/Chihuahua Shorthair,Red,0
2625,Dog,Neutered Male,1.2940948136243913,Miniature Schnauzer Mix,White,0
2626,Dog,Neutered Male,-0.6750258539897875,Chihuahua Shorthair Mix,White,0
2627,Dog,Neutered Male,-0.6731751766706013,Pit Bull Mix,Brown Brindle/White,0
2628,Dog,Neutered Male,-0.39557357879266253,Black/Tan Hound Mix,Black/Brown,0
2629,Dog,Intact Male,3.669439152799954,Australian Shepherd,Brown Merle,0
2630,Cat,Spayed Female,0.012500770087907447,Domestic Shorthair,Torbie,0
2631,Cat,Neutered Male,-0.055048952062390986,Siamese Mix,Chocolate Point,0
2632,Dog,Intact Male,-0.363186725706903,Miniature Schnauzer Mix,Tan,0
2633,Cat,Spayed Female,-0.6703991606918219,Domestic Shorthair Mix,Brown Tabby/White,0
2634,Dog,Spayed Female,-0.5584331828810533,Labrador Retriever Mix,Tricolor,0
2635,Dog,Spayed Female,-0.6602204354362975,German Shepherd Mix,Brown,0
2636,Dog,Spayed Female,1.857626057316607,German Shepherd,Brown/Black,0
2637,Dog,Neutered Male,-0.39279756281388317,Miniature Poodle Mix,Apricot,0
2638,Dog,Spayed Female,-0.49643549268831366,Catahoula/Labrador Retriever,White/Tan,0
2639,Dog,Neutered Male,-0.6741005153301944,Great Pyrenees/Labrador Retriever,White,0
2640,Cat,Neutered Male,-0.5464037803063426,Domestic Shorthair Mix,Brown Tabby/White,0
2641,Other,Intact Female,-0.012483373721107043,Rabbit Sh,Black/White,0
2642,Cat,Spayed Female,-0.656519080797925,Domestic Shorthair,Blue Tabby/White,0
2643,Dog,Spayed Female,-0.5334490390720388,Pit Bull Mix,Chocolate/White,0
2644,Dog,Neutered Male,0.6232242854193727,Miniature Poodle Mix,White,0
2645,Dog,Neutered Male,3.166980260640885,Chihuahua Shorthair Mix,Black/White,0
2646,Cat,Intact Female,-0.05689962938157725,Domestic Shorthair Mix,Blue Tabby,0
2647,Dog,Intact Female,1.9732933897657483,Mastiff/Plott Hound,Red,1
2648,Dog,Intact Female,-0.3964989174522557,Pit Bull,Black/White,1
2649,Cat,Neutered Male,-0.677801869968567,Siamese,Lynx Point,0
2650,Dog,Intact Male,1.8095084470177643,Boxer Mix,Brown/White,0
2651,Other,Unknown,-0.39557357879266253,Bat,Brown,1
2652,Cat,Unknown,-0.7296208349057822,Domestic Shorthair Mix,Brown Tabby/White,1
2653,Cat,Intact Female,-0.656519080797925,Domestic Shorthair Mix,Brown Tabby,0
2654,Dog,Intact Male,-0.05042225876442534,Pit Bull/Dalmatian,White/Black,0
2655,Dog,Neutered Male,-0.4520192370278434,Chihuahua Shorthair Mix,Black,0
2656,Dog,Spayed Female,-0.4510938983682503,Norfolk Terrier/Miniature Poodle,White/Brown,0
2657,Dog,Spayed Female,-0.39464824013306943,German Shepherd Mix,Brown/White,0
2658,Cat,Intact Male,-0.713890077692699,Domestic Shorthair,White/Black,0
2659,Dog,Spayed Female,-0.22438592676793365,Yorkshire Terrier Mix,Brown,0
2660,Cat,Intact Male,-0.7083380457351403,Domestic Shorthair Mix,Cream Tabby,0
2661,Dog,Neutered Male,-0.009707357742327656,Labrador Retriever Mix,Red/White,0
2662,Cat,Spayed Female,-0.6518923874999594,Domestic Shorthair Mix,Torbie,0
2663,Cat,Neutered Male,-0.671324499351415,Domestic Shorthair,Black/White,0
2664,Dog,Neutered Male,-0.5084648952630243,Labrador Retriever Mix,Buff,0
2665,Cat,Intact Female,-0.6889059338836845,Domestic Shorthair Mix,Brown Tabby,0
2666,Dog,Spayed Female,-0.6315349369889105,Labrador Retriever/German Shepherd,Red,0
2667,Dog,Intact Male,0.022679495343431867,Labrador Retriever/Pit Bull,Black/White,0
2668,Cat,Neutered Male,-0.29748768087579086,Domestic Shorthair Mix,Brown Tabby,0
2669,Cat,Intact Female,-0.6444896782232143,Domestic Shorthair Mix,Black/Orange,0
2670,Dog,Neutered Male,2.3276980963899168,Chihuahua Shorthair,Brown/White,0
2671,Cat,Spayed Female,-0.5806413107112884,Domestic Medium Hair Mix,Black/White,0
2672,Dog,Intact Male,-0.0300648082533765,Pit Bull Mix,Brown/Black,0
2673,Dog,Intact Male,-0.04209421082808718,Pit Bull/Labrador Retriever,Black,0
2674,Cat,Neutered Male,-0.6750258539897875,Domestic Shorthair,Brown Tabby/White,0
2675,Dog,Intact Male,3.997009038295922,Chihuahua Shorthair Mix,Chocolate/White,0
2676,Dog,Neutered Male,1.427343580605802,Labrador Retriever Mix,Black,0
2677,Cat,Spayed Female,-0.6361616302868761,Domestic Shorthair Mix,Black/White,0
2678,Dog,Spayed Female,-0.4955101540287205,Chihuahua Shorthair Mix,Yellow/White,0
2679,Cat,Neutered Male,-0.6731751766706013,Domestic Medium Hair,Blue,0
2680,Dog,Neutered Male,-0.6750258539897875,Labrador Retriever Mix,Black/White,0
2681,Dog,Spayed Female,1.6827370506535055,Labrador Retriever/Chinese Sharpei,Black,0
2682,Dog,Spayed Female,1.2950201522839844,Chihuahua Shorthair Mix,Brown,0
2683,Cat,Neutered Male,2.654342643226291,Domestic Shorthair Mix,Lynx Point/White,0
2684,Cat,Spayed Female,-0.6629964514150769,Domestic Shorthair Mix,Brown Tabby,0
2685,Dog,Neutered Male,-0.6750258539897875,Australian Cattle Dog Mix,White/Tan,0
2686,Cat,Spayed Female,-0.6694738220322288,Domestic Shorthair Mix,Orange Tabby,0
2687,Cat,Spayed Female,-0.055048952062390986,Domestic Shorthair Mix,Brown Tabby,0
2688,Dog,Neutered Male,1.4819385615217966,Dogue De Bordeaux Mix,Tan/White,0
2689,Dog,Spayed Female,1.1275338548976281,Australian Cattle Dog Mix,White,0
2690,Cat,Spayed Female,-0.6389376462656555,Domestic Shorthair Mix,Brown Tabby,0
2691,Dog,Intact Female,-0.04116887216849405,Queensland Heeler,White/Black,0
2692,Dog,Neutered Male,-0.36226138704730987,Labrador Retriever Mix,Black/White,0
2693,Cat,Intact Female,-0.7203674483098509,Domestic Shorthair Mix,Torbie,0
2694,Dog,Neutered Male,-0.44646720507028465,Labrador Retriever Mix,Brown,0
2695,Dog,Intact Male,-0.5602838602002396,Border Collie Mix,Black/White,0
2696,Dog,Neutered Male,-0.23456465202345805,Labrador Retriever Mix,Red/White,0
2697,Dog,Intact Male,0.0069487381303486705,Pit Bull Mix,Fawn/White,0
2698,Cat,Spayed Female,-0.6417136622444349,Domestic Shorthair Mix,Brown Tabby/White,0
2699,Dog,Spayed Female,-0.4242590772400496,Papillon/Chihuahua Shorthair,Black/Tricolor,0
2700,Dog,Spayed Female,-0.656519080797925,Chihuahua Shorthair,Tan/White,0
2701,Cat,Spayed Female,-0.6750258539897875,Domestic Shorthair Mix,Orange Tabby/White,0
2702,Dog,Neutered Male,0.5612265952266331,Labrador Retriever Mix,Black/White,0
2703,Cat,Intact Female,-0.31969580870602593,Domestic Shorthair Mix,Orange Tabby,0
2704,Cat,Spayed Female,-0.6676231447130425,Domestic Shorthair Mix,Orange Tabby,0
2705,Dog,Neutered Male,-0.67872720862816,German Shepherd,Sable,0
2706,Other,Unknown,-0.5649105534982052,Bat,Brown,1
2707,Dog,Spayed Female,-0.6444896782232143,Labrador Retriever Mix,Black/White,0
2708,Dog,Spayed Female,-0.6759511926493807,Labrador Retriever,Black/White,0
2709,Dog,Intact Male,-0.6879805952240914,Australian Kelpie Mix,Tan/White,0
2710,Cat,Spayed Female,-0.6741005153301944,Domestic Medium Hair Mix,Brown Tabby,0
2711,Dog,Neutered Male,-0.05782496804117038,Siberian Husky Mix,Black/White,0
2712,Dog,Spayed Female,3.3215118167929374,Pug/Pomeranian,Brown/White,0
2713,Dog,Neutered Male,1.2940948136243913,Golden Retriever Mix,Tan,0
2714,Cat,Neutered Male,-0.6111774864778616,Domestic Shorthair Mix,Lynx Point,0
2715,Cat,Spayed Female,-0.66392179007467,Domestic Shorthair Mix,Brown Tabby/White,0
2716,Dog,Neutered Male,-0.38539485353713815,Chihuahua Shorthair Mix,Tan/White,0
2717,Cat,Spayed Female,-0.6592950967767044,Domestic Shorthair Mix,Orange Tabby,0
2718,Cat,Spayed Female,0.6260003013981521,Russian Blue Mix,Gray,0
2719,Cat,Spayed Female,-0.41500569064411824,Domestic Shorthair,Tortie,0
2720,Cat,Neutered Male,-0.055048952062390986,Domestic Shorthair Mix,Brown Tabby,0
2721,Cat,Spayed Female,-0.6629964514150769,Domestic Shorthair Mix,Torbie,0
2722,Cat,Neutered Male,-0.031915485572562755,Domestic Shorthair,Black,0
2723,Dog,Spayed Female,-0.1845963644054291,Pit Bull Mix,Fawn,0
2724,Dog,Spayed Female,-0.01803540567866582,German Shepherd Mix,Tan/Black,0
2725,Other,Unknown,-0.3964989174522557,Opossum,White/Black,1
2726,Cat,Intact Male,-0.6722498380110082,Domestic Shorthair,Brown Tabby,0
2727,Cat,Neutered Male,-0.6676231447130425,Domestic Shorthair Mix,Brown Tabby,0
2728,Dog,Spayed Female,-0.5399264096891907,German Shepherd Mix,Brown,0
2729,Cat,Neutered Male,-0.6574444194575181,Domestic Shorthair,Brown Tabby,0
2730,Dog,Spayed Female,1.3792259703069591,Chow Chow,Brown,0
2731,Cat,Intact Male,-0.39372290147347627,Domestic Shorthair Mix,Black,1
2732,Dog,Neutered Male,2.3193700484535786,Labrador Retriever Mix,Tan,0
2733,Dog,Neutered Male,-0.022662098976631465,Boxer,White/Black,0
2734,Dog,Spayed Female,0.617672253461814,Golden Retriever Mix,Cream,0
2735,Dog,Neutered Male,0.7314889085917688,Miniature Schnauzer/Miniature Poodle,White,0
2736,Dog,Intact Male,-0.055974290721984114,Pit Bull,Blue/White,0
2737,Cat,Intact Female,-0.6879805952240914,Domestic Shorthair,Calico,0
2738,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
2739,Cat,Unknown,-0.7333221895441547,Domestic Shorthair Mix,Gray Tabby/White,1
2740,Dog,Neutered Male,-0.6741005153301944,Dachshund Mix,Red/White,0
2741,Dog,Neutered Male,0.011575431428314317,Staffordshire Mix,White/Brown,0
2742,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
2743,Dog,Intact Female,-0.055974290721984114,Havanese,White/Chocolate,0
2744,Dog,Spayed Female,-0.5038382019650587,Tibetan Terrier Mix,White,0
2745,Dog,Spayed Female,0.0078740767899418,Pit Bull Mix,Brown/White,0
2746,Cat,Intact Female,-0.7064873684159539,Snowshoe Mix,Seal Point,1
2747,Dog,Neutered Male,2.308265984538461,Yorkshire Terrier,Brown/Black,0
2748,Cat,Intact Male,-0.6574444194575181,Domestic Shorthair Mix,White/Brown Tabby,0
2749,Dog,Neutered Male,-0.38632019219673125,Chihuahua Shorthair Mix,Black,0
2750,Other,Unknown,-0.39557357879266253,Bat,Red,1
2751,Cat,Spayed Female,-0.6611457740958906,Domestic Shorthair,Torbie,0
2752,Dog,Neutered Male,-0.48070473547523046,Border Collie Mix,Black/White,0
2753,Dog,Neutered Male,-0.66392179007467,Labrador Retriever,Tricolor,0
2754,Dog,Spayed Female,0.2826996586891012,Dachshund Mix,Black/White,0
2755,Dog,Intact Female,-0.2262366040871199,Presa Canario,Blue/White,0
2756,Cat,Intact Female,-0.6824285632665326,Domestic Shorthair Mix,Calico,0
2757,Dog,Spayed Female,0.0458129618332601,Greyhound/Australian Cattle Dog,Black/White,0
2758,Dog,Neutered Male,1.2376491553892104,Labrador Retriever Mix,Tan,0
2759,Cat,Spayed Female,-0.5186436205185487,Domestic Shorthair,Tortie,0
2760,Dog,Intact Male,0.2789983040507287,Chihuahua Shorthair Mix,White/Red,0
2761,Cat,Intact Male,-0.7305461735653753,Domestic Shorthair Mix,Orange Tabby,0
2762,Dog,Neutered Male,-0.384469514877545,Jack Russell Terrier/Chihuahua Shorthair,Cream/Tan,0
2763,Dog,Spayed Female,2.986539222020225,Border Collie/Labrador Retriever,Black,0
2764,Dog,Intact Male,-0.6666978060534494,Labrador Retriever Mix,Red,0
2765,Dog,Neutered Male,-0.677801869968567,English Coonhound/Border Collie,Red/White,0
2766,Cat,Neutered Male,2.6913561896100164,Domestic Medium Hair Mix,Black,0
2767,Cat,Intact Female,-0.6815032246069395,Domestic Shorthair Mix,Cream Tabby,0
2768,Dog,Spayed Female,2.308265984538461,Miniature Schnauzer Mix,Silver,0
2769,Cat,Neutered Male,-0.6759511926493807,Domestic Shorthair Mix,Blue Tabby,0
2770,Cat,Intact Male,2.673774755077747,Domestic Shorthair Mix,Orange Tabby,0
2771,Dog,Spayed Female,-0.5815666493708815,German Shepherd/Labrador Retriever,Black/White,0
2772,Dog,Spayed Female,-0.6722498380110082,Australian Cattle Dog Mix,White,0
2773,Other,Unknown,-0.39557357879266253,Bat,Red,1
2774,Dog,Spayed Female,0.10966132934518602,Bulldog Mix,White/Brown Brindle,0
2775,Cat,Neutered Male,-0.6768765313089739,Domestic Medium Hair Mix,Brown Tabby/White,0
2776,Other,Unknown,-0.39464824013306943,Bat Mix,Brown,1
2777,Dog,Spayed Female,-0.39464824013306943,Manchester Terrier Mix,Black/Tan,0
2778,Dog,Neutered Male,-0.025438114955410852,German Shepherd Mix,Brown/Black,0
2779,Cat,Neutered Male,-0.606550793179896,Domestic Shorthair Mix,Blue Tabby/White,0
2780,Dog,Spayed Female,1.987173469659645,Boxer Mix,Brown,0
2781,Dog,Spayed Female,-0.055048952062390986,Cairn Terrier Mix,Tan/Black,0
2782,Dog,Neutered Male,0.9674502667880167,German Shepherd Mix,Tan,0
2783,Cat,Intact Female,-0.7203674483098509,Domestic Shorthair Mix,Black/White,0
2784,Dog,Neutered Male,0.9609728961708648,Chihuahua Shorthair Mix,Tricolor,0
2785,Cat,Spayed Female,0.2826996586891012,Domestic Shorthair,Brown Tabby,0
2786,Bird,Intact Male,-0.3752161282816137,Chicken Mix,Cream/Black,0
2787,Cat,Neutered Male,-0.6481910328615869,Domestic Shorthair Mix,Brown Tabby,0
2788,Dog,Spayed Female,2.3119673391768334,Cairn Terrier,Brown/White,0
2789,Dog,Intact Female,-0.6796525472877533,Australian Cattle Dog Mix,White/Brown Merle,0
2790,Cat,Neutered Male,-0.35393333911097175,Domestic Shorthair Mix,Black,0
2791,Cat,Intact Male,-0.677801869968567,Domestic Shorthair,Orange/White,0
2792,Dog,Spayed Female,-0.037467517530121536,Boxer/Pit Bull,Brown Brindle/White,0
2793,Cat,Intact Male,-0.6685484833726357,Domestic Shorthair Mix,Black/White,0
2794,Dog,Intact Female,-0.7333221895441547,Australian Shepherd Mix,Brown,0
2795,Dog,Neutered Male,0.531615758119653,American Staffordshire Terrier Mix,Brown Brindle/White,0
2796,Dog,Spayed Female,-0.671324499351415,Australian Shepherd Mix,Chocolate/Tan,0
2797,Other,Unknown,-0.7046366910967677,Bat,Brown/Black,1
2798,Cat,Intact Male,-0.6472656942019936,Domestic Shorthair Mix,Brown Tabby/White,0
2799,Dog,Neutered Male,1.297796168262764,Rat Terrier Mix,Black/Gray,0
2800,Cat,Neutered Male,0.010650092768721187,Domestic Shorthair,Cream Tabby/White,0
2801,Cat,Spayed Female,-0.6435643395636211,Domestic Longhair Mix,Black/White,0
2802,Cat,Neutered Male,-0.6537430648191456,Domestic Shorthair Mix,Blue/White,0
2803,Dog,Spayed Female,-0.39002154683510376,Standard Schnauzer Mix,Black/White,0
2804,Cat,Neutered Male,-0.6703991606918219,Domestic Shorthair Mix,Black,0
2805,Dog,Neutered Male,-0.014334051040293302,German Shepherd Mix,Sable,0
2806,Cat,Unknown,-0.591745374626406,Domestic Shorthair Mix,Brown Tabby/White,0
2807,Dog,Intact Female,-0.3881708695159175,Chihuahua Shorthair Mix,Tan,0
2808,Dog,Neutered Male,-0.037467517530121536,Jack Russell Terrier Mix,Brown/White,0
2809,Dog,Neutered Male,0.2799236427103218,Chihuahua Shorthair Mix,Tan/White,0
2810,Cat,Intact Male,-0.534374377731632,Domestic Shorthair Mix,Brown Tabby,0
2811,Cat,Spayed Female,2.4479921221370233,Domestic Shorthair Mix,Tortie,0
2812,Dog,Spayed Female,0.9961357652354037,Beagle/Pug,Tan/Black,0
2813,Dog,Neutered Male,1.470834497606679,Beauceron/Labrador Retriever,Tricolor/Tan,0
2814,Other,Unknown,-0.3964989174522557,Bat Mix,Brown,1
2815,Dog,Neutered Male,-0.13555341544699323,Chow Chow/German Shepherd,Red/Black,0
2816,Other,Unknown,-0.055048952062390986,Raccoon,Black/Gray,1
2817,Dog,Neutered Male,0.3187878664132332,Pit Bull/Australian Cattle Dog,Tan/White,0
2818,Dog,Spayed Female,-0.04672090412605283,Pit Bull,Brown Brindle,0
2819,Cat,Spayed Female,0.05136499379081887,Domestic Shorthair Mix,Torbie,0
2820,Dog,Neutered Male,-0.034691501551342145,Pekingese Mix,White/Tan,0
2821,Dog,Spayed Female,-0.21975923346996798,Labrador Retriever Mix,Tan/White,0
2822,Dog,Intact Male,-0.39372290147347627,Basenji Mix,Brown/White,0
2823,Dog,Neutered Male,2.6478652726091396,Golden Retriever Mix,Red,0
2824,Dog,Spayed Female,-0.38632019219673125,German Shepherd Mix,Tan/Black,0
2825,Dog,Intact Male,-0.04949692010483221,Golden Retriever/Standard Poodle,White,0
2826,Dog,Neutered Male,1.634619440354663,Jack Russell Terrier Mix,Tan,0
2827,Dog,Neutered Male,-0.39187222415429,Chihuahua Shorthair/Dachshund,Brown/Black,0
2828,Cat,Neutered Male,4.0081131022110394,Domestic Shorthair,Cream Tabby,0
2829,Cat,Intact Male,-0.721292786969444,Domestic Shorthair,Brown Tabby/White,0
2830,Dog,Intact Male,0.28825169064665995,Labrador Retriever/Boxer,Brown/White,0
2831,Cat,Spayed Female,0.9637489121496442,Domestic Shorthair Mix,White,0
2832,Other,Unknown,-0.3964989174522557,Bat,Brown,1
2833,Dog,Neutered Male,2.2286868598134517,Chihuahua Shorthair Mix,Black/White,0
2834,Dog,Intact Male,-0.058750306700763505,Rottweiler,Black/Brown,0
2835,Other,Unknown,-0.541777087008377,Bat,Brown,1
2836,Dog,Intact Male,-0.2419673613002031,Labrador Retriever Mix,Black/White,0
2837,Cat,Spayed Female,0.04396228451407384,Domestic Shorthair,Blue,0
2838,Dog,Spayed Female,-0.555657166902274,Labrador Retriever/Catahoula,White/Brown,0
2839,Dog,Spayed Female,-0.051347597424018475,Pit Bull Mix,White,0
2840,Dog,Neutered Male,-0.48440609011360297,Dachshund/Chihuahua Shorthair,Brown,0
2841,Dog,Neutered Male,-0.6148788411162341,Labrador Retriever Mix,Black,0
2842,Dog,Neutered Male,1.7030945011645544,Pit Bull Mix,Brown/White,0
2843,Bird,Intact Female,-0.3789174829199862,Chicken,White/Brown,0
2844,Dog,Neutered Male,-0.6454150168828074,Chihuahua Shorthair Mix,Brown,0
2845,Cat,Neutered Male,0.04488762317366697,Domestic Medium Hair Mix,Orange Tabby/White,0
2846,Cat,Neutered Male,-0.6583697581171113,Domestic Shorthair Mix,Cream Tabby/White,0
2847,Dog,Neutered Male,-0.44646720507028465,Siberian Husky,Red/White,0
2848,Dog,Spayed Female,1.6614542614828636,Siberian Husky,Red,0
2849,Cat,Unknown,-0.055974290721984114,Domestic Shorthair Mix,Brown Tabby,0
2850,Dog,Spayed Female,0.6213736081001865,Chihuahua Shorthair Mix,Tan/White,0
2851,Dog,Intact Female,-0.7055620297563608,Boxer Mix,Brown Brindle,0
2852,Dog,Neutered Male,-0.36133604838771677,Pit Bull Mix,Blue/White,0
2853,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
2854,Dog,Neutered Male,3.9516674439758583,Pit Bull/Labrador Retriever,Black/White,0
2855,Other,Intact Male,-0.3964989174522557,Bat,Red,1
2856,Dog,Neutered Male,-0.05319827474320473,Great Pyrenees,White,0
2857,Dog,Intact Male,-0.05689962938157725,Shih Tzu,Black/White,0
2858,Dog,Spayed Female,0.5168103395661628,Akita Mix,Tan/White,0
2859,Dog,Neutered Male,0.6185975921214071,Rat Terrier Mix,Tricolor/Brown Brindle,0
2860,Cat,Neutered Male,-0.384469514877545,Domestic Shorthair Mix,Orange Tabby,0
2861,Dog,Neutered Male,0.9711516214263892,Akita Mix,Buff,0
2862,Dog,Neutered Male,-0.6481910328615869,Catahoula Mix,White/Blue,0
2863,Dog,Spayed Female,0.4224257962876637,Pit Bull,Blue,0
2864,Dog,Neutered Male,-0.07170504793506731,Pit Bull Mix,White/Black,0
2865,Cat,Neutered Male,-0.677801869968567,Domestic Shorthair Mix,Blue Tabby/White,0
2866,Cat,Spayed Female,-0.39187222415429,Domestic Shorthair Mix,Torbie,0
2867,Cat,Intact Male,-0.591745374626406,Domestic Shorthair Mix,Orange Tabby,0
2868,Dog,Neutered Male,-0.6602204354362975,Australian Cattle Dog/German Shepherd,Sable,0
2869,Cat,Spayed Female,-0.6592950967767044,Domestic Shorthair Mix,Black/White,0
2870,Dog,Spayed Female,0.2799236427103218,Labrador Retriever,Black,0
2871,Dog,Spayed Female,-0.20495381491647793,Pit Bull Mix,Brown Brindle/White,0
2872,Cat,Neutered Male,-0.6463403555424005,Domestic Shorthair Mix,Brown Tabby,0
2873,Cat,Spayed Female,1.8418953001035239,Domestic Shorthair Mix,Blue/White,1
2874,Cat,Spayed Female,0.029156865960583773,Domestic Shorthair,White/Blue,0
2875,Dog,Spayed Female,-0.46219796228336785,Black Mouth Cur Mix,Brown,0
2876,Dog,Intact Female,-0.05689962938157725,Rottweiler Mix,Black/Brown,0
2877,Cat,Intact Male,-0.642639000904028,Domestic Shorthair,Black/White,0
2878,Cat,Neutered Male,-0.6398629849252486,Domestic Shorthair,Black/White,0
2879,Dog,Spayed Female,0.28177432002950803,Staffordshire Mix,Brown/White,0
2880,Dog,Neutered Male,-0.38909620817551066,Boxer Mix,White/Tan,0
2881,Dog,Intact Female,-0.39464824013306943,Labrador Retriever Mix,Black,1
2882,Dog,Spayed Female,-0.39187222415429,Boxer Mix,Red/White,0
2883,Dog,Neutered Male,0.2938037226042187,Lowchen/Yorkshire Terrier,Tricolor,0
2884,Dog,Neutered Male,-0.19014839636298786,Labrador Retriever/American Staffordshire Terrier,Black/White,0
2885,Cat,Neutered Male,-0.04209421082808718,Domestic Shorthair Mix,Brown Tabby/White,0
2886,Cat,Intact Male,-0.6916819498624639,Domestic Medium Hair Mix,Brown Tabby,0
2887,Dog,Spayed Female,-0.39187222415429,Chihuahua Shorthair Mix,Black/Tan,0
2888,Other,Unknown,-0.7055620297563608,Bat,Brown/Black,1
2889,Dog,Neutered Male,-0.39002154683510376,Dachshund Mix,Black/Brown,0
2890,Other,Unknown,-0.39557357879266253,Bat Mix,Brown,1
2891,Dog,Neutered Male,-0.22716194274671303,Dachshund Longhair Mix,Black/Tan,0
2892,Dog,Spayed Female,0.2799236427103218,Border Terrier Mix,White/Tan,0
2893,Dog,Spayed Female,-0.39187222415429,Labrador Retriever Mix,Black/White,0
2894,Dog,Neutered Male,-0.48995812207116174,Border Collie Mix,Black/White,0
2895,Cat,Neutered Male,1.6318434243758835,Domestic Shorthair,Blue/White,1
2896,Dog,Neutered Male,-0.6121028251374548,Labrador Retriever Mix,Yellow,0
2897,Dog,Spayed Female,1.9714427124465619,Cairn Terrier/Chihuahua Shorthair,Black/Gray,0
2898,Dog,Neutered Male,0.02175415668383874,Border Collie Mix,Yellow Brindle,0
2899,Dog,Spayed Female,-0.04024353350890092,Chihuahua Shorthair Mix,White,0
2900,Dog,Spayed Female,-0.031915485572562755,Border Collie Mix,Black/White,0
2901,Dog,Intact Female,-0.39187222415429,Yorkshire Terrier Mix,Black/Brown,0
2902,Dog,Intact Female,-0.6629964514150769,German Shepherd,Black/Brown,0
2903,Cat,Intact Male,-0.5880440199880335,Domestic Shorthair,Brown Tabby/White,0
2904,Cat,Intact Male,-0.7314715122249684,Domestic Shorthair Mix,Orange Tabby,0
2905,Dog,Neutered Male,0.05506634842919139,Labrador Retriever/Great Pyrenees,Black/White,0
2906,Cat,Neutered Male,-0.6722498380110082,Domestic Shorthair Mix,Brown Tabby,0
2907,Dog,Spayed Female,-0.6648471287342631,Siberian Husky,White/Black,0
2908,Dog,Spayed Female,-0.0522729360836116,Great Pyrenees,White,0
2909,Dog,Spayed Female,1.8900129104023666,Labrador Retriever Mix,Chocolate,0
2910,Dog,Neutered Male,-0.671324499351415,Labrador Retriever/Labrador Retriever,White,0
2911,Dog,Intact Female,4.677132953096872,Chow Chow Mix,Red,1
2912,Cat,Neutered Male,-0.6435643395636211,Siamese Mix,Flame Point,0
2913,Dog,Spayed Female,-0.021736760317038337,Border Collie Mix,Black/White,0
2914,Cat,Intact Female,-0.66392179007467,Domestic Shorthair Mix,Blue Tabby,0
2915,Cat,Unknown,-0.7305461735653753,Domestic Shorthair,White,0
2916,Cat,Neutered Male,-0.5972974065839647,Domestic Shorthair,Black/White,0
2917,Dog,Neutered Male,-0.6185801957546067,Great Pyrenees,White,0
2918,Dog,Spayed Female,-0.1309267221490276,Labrador Retriever Mix,Black/Black,0
2919,Dog,Neutered Male,-0.018960744338258947,Pit Bull,Brown Brindle,0
2920,Dog,Intact Male,-0.64911637152118,Labrador Retriever,Black,0
2921,Cat,Spayed Female,-0.5547318282426807,Domestic Shorthair Mix,Black,0
2922,Cat,Unknown,-0.7342475282037478,Domestic Shorthair Mix,White/Brown Tabby,0
2923,Cat,Spayed Female,-0.6648471287342631,Domestic Shorthair Mix,Calico,0
2924,Dog,Neutered Male,3.095729183852214,Labrador Retriever Mix,Black/White,1
2925,Cat,Intact Female,-0.713890077692699,Domestic Medium Hair Mix,Blue Tabby,0
2926,Cat,Spayed Female,0.28732635198706685,Domestic Shorthair Mix,Calico,0
2927,Dog,Spayed Female,-0.39002154683510376,Chihuahua Shorthair Mix,Tan/White,0
2928,Cat,Intact Female,-0.7083380457351403,Domestic Shorthair,Black,0
2929,Dog,Neutered Male,-0.5066142179438381,Basset Hound Mix,Black/White,0
2930,Dog,Neutered Male,-0.6537430648191456,Chihuahua Shorthair Mix,Brown/Black,0
2931,Cat,Spayed Female,-0.6574444194575181,Domestic Shorthair,Brown Tabby,0
2932,Dog,Spayed Female,-0.3881708695159175,Boxer/Labrador Retriever,Tan/White,0
2933,Dog,Neutered Male,-0.05042225876442534,Labrador Retriever/Great Pyrenees,Buff,0
2934,Dog,Intact Female,0.6620885091222841,Chihuahua Shorthair Mix,Brown/White,0
